Type,OrderDate,PaymentAmount,PaymentCurrency,TotalToPayAmount,TotalToPayCurrency,TotalPaidAmount,TotalPaidCurrency
order,2026-03-09T20:55:39.760Z,53.96,PLN,53.96,PLN,53.96,PLN
order,2026-03-09T19:39:17.375Z,29.43,PLN,29.43,PLN,29.43,PLN
order,2026-03-09T19:21:05.117Z,47.22,PLN,47.22,PLN,47.22,PLN
order,2026-03-09T18:41:06.418Z,53.96,PLN,53.96,PLN,53.96,PLN
order,2026-03-09T16:38:19.008Z,72.21,PLN,72.21,PLN,72.21,PLN
order,2026-03-09T11:17:45.886Z,45.68,PLN,45.68,PLN,45.68,PLN
order,2026-03-09T10:12:16.892Z,63.00,PLN,63.00,PLN,63.00,PLN
order,2026-03-09T09:43:01.541Z,53.75,PLN,53.75,PLN,53.75,PLN
order,2026-03-09T08:27:35.040Z,60.94,PLN,60.94,PLN,60.94,PLN
order,2026-03-08T19:34:30.501Z,45.61,PLN,45.61,PLN,45.61,PLN
order,2026-03-08T19:13:38.455Z,59.17,PLN,59.17,PLN,59.17,PLN
order,2026-03-08T18:47:18.057Z,28.94,PLN,28.94,PLN,28.94,PLN
order,2026-03-08T18:46:32.553Z,19.04,PLN,19.04,PLN,19.04,PLN
order,2026-03-08T18:10:22.972Z,49.29,PLN,49.29,PLN,49.29,PLN
order,2026-03-08T15:10:59.880Z,47.96,PLN,47.96,PLN,47.96,PLN
order,2026-03-07T13:15:50.914Z,47.96,PLN,47.96,PLN,47.96,PLN
order,2026-03-06T20:50:01.871Z,71.62,PLN,71.62,PLN,71.62,PLN
order,2026-03-06T18:42:44.054Z,24.45,PLN,24.45,PLN,24.45,PLN
order,2026-03-06T11:27:40.988Z,86.83,PLN,86.83,PLN,86.83,PLN
order,2026-03-06T10:23:02.291Z,50.37,PLN,50.37,PLN,50.37,PLN
order,2026-03-06T07:56:45.413Z,54.77,PLN,54.77,PLN,54.77,PLN
order,2026-03-05T21:27:41.652Z,67.07,PLN,67.07,PLN,67.07,PLN
order,2026-03-05T21:01:09.859Z,53.63,PLN,53.63,PLN,53.63,PLN
order,2026-03-05T19:50:50.820Z,50.85,PLN,50.85,PLN,50.85,PLN
order,2026-03-05T18:59:56.986Z,45.24,PLN,45.24,PLN,45.24,PLN
order,2026-03-05T18:39:47.909Z,46.67,PLN,46.67,PLN,46.67,PLN
order,2026-03-05T17:58:34.878Z,83.09,PLN,83.09,PLN,83.09,PLN
order,2026-03-05T15:37:04.840Z,137.78,PLN,137.78,PLN,137.78,PLN
order,2026-03-05T10:44:42.907Z,47.62,PLN,47.62,PLN,47.62,PLN
order,2026-03-05T10:38:02.071Z,33.81,PLN,33.81,PLN,33.81,PLN
order,2026-03-05T10:35:12.926Z,33.35,PLN,33.35,PLN,33.35,PLN
order,2026-03-05T09:43:21.967Z,140.38,PLN,140.38,PLN,140.38,PLN
order,2026-03-05T07:11:40.567Z,37.49,PLN,37.49,PLN,37.49,PLN
order,2026-03-04T21:21:25.151Z,47.62,PLN,47.62,PLN,47.62,PLN
order,2026-03-04T20:57:21.800Z,49.15,PLN,49.15,PLN,49.15,PLN
order,2026-03-04T19:57:00.974Z,82.74,PLN,82.74,PLN,82.74,PLN
order,2026-03-04T19:52:45.045Z,61.08,PLN,61.08,PLN,61.08,PLN
order,2026-03-04T19:49:37.634Z,45.72,PLN,45.72,PLN,45.72,PLN
order,2026-03-04T19:35:53.103Z,135.91,PLN,135.91,PLN,135.91,PLN
order,2026-03-04T19:05:32.277Z,45.72,PLN,45.72,PLN,45.72,PLN
order,2026-03-04T18:24:50.789Z,52.28,PLN,52.28,PLN,52.28,PLN
order,2026-03-04T13:43:17.054Z,51.97,PLN,51.97,PLN,51.97,PLN
order,2026-03-04T12:53:36.786Z,47.88,PLN,47.88,PLN,47.88,PLN
order,2026-03-04T11:20:37.012Z,50.75,PLN,50.75,PLN,50.75,PLN
order,2026-03-04T05:59:20.895Z,83.96,PLN,83.96,PLN,83.96,PLN
order,2026-03-03T23:35:39.957Z,49.30,PLN,49.30,PLN,12.38,PLN
order,2026-03-03T21:04:21.951Z,49.49,PLN,49.49,PLN,49.49,PLN
order,2026-03-03T20:45:20.070Z,59.05,PLN,59.05,PLN,59.05,PLN
order,2026-03-03T20:19:58.079Z,59.97,PLN,59.97,PLN,59.97,PLN
order,2026-03-03T20:08:44.213Z,45.68,PLN,45.68,PLN,45.68,PLN
order,2026-03-03T18:47:35.164Z,82.33,PLN,82.33,PLN,82.33,PLN
order,2026-03-03T18:29:06.757Z,54.00,PLN,54.00,PLN,54.00,PLN
order,2026-03-03T17:10:00.118Z,114.57,PLN,114.57,PLN,114.57,PLN
order,2026-03-03T17:04:33.814Z,49.32,PLN,49.32,PLN,49.32,PLN
order,2026-03-03T16:49:11.416Z,45.72,PLN,45.72,PLN,45.72,PLN
order,2026-03-03T16:06:34.960Z,57.15,PLN,57.15,PLN,57.15,PLN
order,2026-03-03T15:51:25.288Z,41.95,PLN,41.95,PLN,41.95,PLN
order,2026-03-03T10:42:20.230Z,49.32,PLN,49.32,PLN,49.32,PLN
order,2026-03-03T09:46:14.781Z,94.61,PLN,94.61,PLN,94.61,PLN
order,2026-03-03T08:44:52.807Z,58.10,PLN,58.10,PLN,58.10,PLN

Type,LineItemId,OfferId,OfferExternalId,Name,Quantity,Price,Currency,Deposit,DepositCurrency
lineItem,43b878c1-17f7-11f1-950a-1d0f675944be,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",1,10.49,PLN,,
lineItem,43b878c0-17f7-11f1-950a-1d0f675944be,15574824015,"NCDS","Pasta Sensitive do wrażliwych zębów i dziąseł - żel aloesowy 75 ml",1,17.09,PLN,,
lineItem,09f0abc1-17d0-11f1-a1fb-8329e7749cab,17913884997,,"Aloesowa oczyszczająca maseczka do twarzy 2 x 7,5ml",1,7.99,PLN,,
lineItem,09f0abc0-17d0-11f1-a1fb-8329e7749cab,15693635463,,"Aloesowy krem do twarzy przeciwstarzeniowy Equilibra 50 ml",1,20.00,PLN,,
lineItem,09f0abc2-17d0-11f1-a1fb-8329e7749cab,16081821273,,"Krem przeciwzmarszczkowy przeciwsłoneczny do twarzy 50 SPF 75 ml Equilibra",1,23.98,PLN,,
lineItem,1e882420-17c9-11f1-a7c9-231cf6ef29d1,17913884997,,"Aloesowa oczyszczająca maseczka do twarzy 2 x 7,5ml",1,7.99,PLN,,
lineItem,1e882422-17c9-11f1-a7c9-231cf6ef29d1,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,11.43,PLN,,
lineItem,1e882421-17c9-11f1-a7c9-231cf6ef29d1,15574362775,"SHTE","Oczyszczający szampon ZIELONA HERBATA i kwas hialuronowy 265 ml Equilibra",1,17.03,PLN,,
lineItem,f3beb18a-17bb-11f1-a9a9-3f86a1874685,16101363440,,"Equilibra pasta do zębów multi-funkcyjna 75ml",1,16.20,PLN,,
lineItem,f3beb189-17bb-11f1-a9a9-3f86a1874685,16101363440,,"Equilibra pasta do zębów multi-funkcyjna 75ml",1,13.76,PLN,,
lineItem,f3beb183-17bb-11f1-a9a9-3f86a1874685,15574823922,"SHAG","Odżywczy szampon ARGAN i Kwas Hialuronowy 265 ml Equilibra",1,20.79,PLN,,
lineItem,25db0970-178f-11f1-a7c9-231cf6ef29d1,15574823809,"CTSR6N","Naprawczy szampon RESTRUKTURYZUJĄCY 300 ml Equilibra",4,20.99,PLN,,
lineItem,acbece30-1759-11f1-97d0-91b0e1f4a64c,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,12.38,PLN,,
lineItem,acbece32-1759-11f1-97d0-91b0e1f4a64c,15574823922,"SHAG","Odżywczy szampon ARGAN i Kwas Hialuronowy 265 ml Equilibra",1,20.79,PLN,,
lineItem,acbece31-1759-11f1-97d0-91b0e1f4a64c,15574362818,"SHRO","Równoważący szampon RÓŻA i kwas hialuronowy 265 ml Equilibra",1,16.13,PLN,,
lineItem,5cf856b0-1744-11f1-b00c-4da24d5bc19a,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",3,12.38,PLN,,
lineItem,5cf856b1-1744-11f1-b00c-4da24d5bc19a,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",1,12.35,PLN,,
lineItem,d3c37070-1741-11f1-ba10-8b90530de4bc,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",3,11.43,PLN,,
lineItem,d3c37071-1741-11f1-ba10-8b90530de4bc,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",2,12.38,PLN,,
lineItem,2682bef1-173e-11f1-a4f0-b5284ba0ec27,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,11.43,PLN,,
lineItem,2682bef0-173e-11f1-a4f0-b5284ba0ec27,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",2,12.38,PLN,,
lineItem,2682bef2-173e-11f1-a4f0-b5284ba0ec27,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",1,12.35,PLN,,
lineItem,c1031f81-173c-11f1-8c14-8bda0b6d6b22,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",2,12.35,PLN,,
lineItem,c1031f80-173c-11f1-8c14-8bda0b6d6b22,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",2,10.49,PLN,,
lineItem,60a776a0-1731-11f1-a5c5-3df9db799604,17713034969,,"EQUILIBRA Aloesowy Żel do kąpieli 400ml",1,21.99,PLN,,
lineItem,60a776a1-1731-11f1-a5c5-3df9db799604,17914189539,,"Krem przeciwzmarszczkowy wypełniający z kolagenem roślinnym EQUILIBRA 50ml",1,43.25,PLN,,
lineItem,60a776a2-1731-11f1-a5c5-3df9db799604,15574824015,"NCDS","Pasta Sensitive do wrażliwych zębów i dziąseł - żel aloesowy 75 ml",1,17.09,PLN,,
lineItem,9e6c05d0-172e-11f1-a7c9-231cf6ef29d1,15574925358,"CSC","Mydło oczyszczające 100% roślinne z aktywny węglem 100 g",6,9.00,PLN,,
lineItem,a62590d2-1723-11f1-8e1c-6f56b2bc3d25,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",2,12.35,PLN,,
lineItem,a62590d1-1723-11f1-8e1c-6f56b2bc3d25,15574823991,"NCDB","Pasta do zębów wybielająca – żel aloesowy 75 ml",1,10.49,PLN,,
lineItem,a62590d0-1723-11f1-8e1c-6f56b2bc3d25,15574823784,"CTSA6N","Wzmacniający szampon przeciw wypadaniu włosów 300 ml Equilibra",6,13.23,PLN,,
lineItem,fd707a91-1722-11f1-8b7b-7598bb1a9895,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,11.43,PLN,,
lineItem,fd707a90-1722-11f1-8b7b-7598bb1a9895,15574823784,"CTSA6N","Wzmacniający szampon przeciw wypadaniu włosów 300 ml Equilibra",2,13.23,PLN,,
lineItem,cbab0090-1720-11f1-bf8c-8f4cb37a6891,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",4,11.43,PLN,,
lineItem,e67609c2-171a-11f1-8b1c-d5e9e37c6c6c,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",5,11.43,PLN,,
lineItem,e7ead6d8-1717-11f1-b529-e5baad1d917f,15574362427,"NCSRO","Różane wygładzające serum 30ml Equilibra",1,31.00,PLN,,
lineItem,92c96b51-16ed-11f1-9fa2-419fdac2ee35,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",2,11.43,PLN,,
lineItem,92c96b50-16ed-11f1-9fa2-419fdac2ee35,15574823784,"CTSA6N","Wzmacniający szampon przeciw wypadaniu włosów 300 ml Equilibra",2,13.23,PLN,,
lineItem,c80070f1-16e5-11f1-bff3-afe08eebf7bb,17913884997,,"Aloesowa oczyszczająca maseczka do twarzy 2 x 7,5ml",1,7.99,PLN,,
lineItem,c80070f0-16e5-11f1-bff3-afe08eebf7bb,15574362473,"CDERG","Arganowy żel do kąpieli 400 ml",1,17.09,PLN,,
lineItem,c80070f3-16e5-11f1-bff3-afe08eebf7bb,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",5,11.43,PLN,,
lineItem,c80070f2-16e5-11f1-bff3-afe08eebf7bb,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,12.38,PLN,,
lineItem,2e1270e1-16dd-11f1-84bb-4b18b8e53e12,17869502704,,"Equilibra Aloe Moisturizing Shampoo nawilżający szampon aloesowy 265ml",4,11.43,PLN,,
lineItem,2e1270e0-16dd-11f1-84bb-4b18b8e53e12,15574362921,"BSAL","Nawilżająca odżywka ALOES I KWAS HIALURONOWY 200 ml",1,12.38,PLN,,
